"","pvalues","AMPLIFIED_DELETERIOUS/(AMPLIFIED_DELETERIOUS+AMPLIFIED_WT)","NON_AMPLIFIED_DELETERIOUS/(NON_AMPLIFIED_DELETERIOUS+NON_AMPLIFIED_WT)","tp_flags","Mutational_Freq"
"OR6V1",1,0,0,"FALSE",0
"MIAT",1,0,0,"FALSE",0
"AL109610.1",1,0,0,"FALSE",0
"LSM3P3",1,0,0,"FALSE",0
"AC007953.1",1,0,0,"FALSE",0
"TRAM2.AS1",1,0,0,"FALSE",0
"AC004540.2",1,0,0,"FALSE",0
"AL080250.1",1,0,0,"FALSE",0
"AC073321.1",1,0,0,"FALSE",0
"AC006463.1",1,0,0,"FALSE",0
"MTND4P23",1,0,0,"FALSE",0
"UBDP1",1,0,0,"FALSE",0
"AC025918.1",1,0,0,"FALSE",0
"RABEPKP1",1,0,0,"FALSE",0
"WARSP1",1,0,0,"FALSE",0
"MRPS11P1",1,0,0,"FALSE",0
"DEFB131B",1,0,0,"FALSE",0
"AL121917.1",1,0,0,"FALSE",0
"AC069281.1",1,0,0,"FALSE",0
"DNAJC19P5",1,0,0,"FALSE",0
"RBMY2KP",1,0,0,"FALSE",0
"AL354771.1",1,0,0,"FALSE",0
"AC009299.1",1,0,0,"FALSE",0
"GRPEL2P2",1,0,0,"FALSE",0
"AC092669.1",1,0,0,"FALSE",0
"GTF3AP5",1,0,0,"FALSE",0
"AC118653.1",1,0,0,"FALSE",0
"AC013269.2",1,0,0,"FALSE",0
"UBXN7.AS1",1,0,0,"FALSE",0
"RPL7P45",1,0,0,"FALSE",0
"IGHD6.25",1,0,0,"FALSE",0
"LINC00626",1,0,0,"FALSE",0
"SFTPA3P",1,0,0,"FALSE",0
"FAM229A",1,0,0,"FALSE",0
"ERCC6",1,0,0,"FALSE",0
"RPS18P1",1,0,0,"FALSE",0
"AL035090.1",1,0,0,"FALSE",0
"GS1.594A7.3",1,0,0,"FALSE",0
"AL157400.1",1,0,0,"FALSE",0
"TRMT2B.AS1",1,0,0,"FALSE",0
"AC010970.1",1,0,0,"FALSE",0
"AC139712.2",1,0,0,"FALSE",0
"NIPA2P1",1,0,0,"FALSE",0
"AC112719.1",1,0,0,"FALSE",0
"MKRN7P",1,0,0,"FALSE",0
"AL355490.1",1,0,0,"FALSE",0
"HLA.S",1,0,0,"FALSE",0
"AL451139.1",1,0,0,"FALSE",0
"RUSC1.AS1",1,0,0,"FALSE",0
"PCNPP2",1,0,0,"FALSE",0
"AL162431.1",1,0,0,"FALSE",0
"BX295541.1",1,0,0,"FALSE",0
"AL645939.1",1,0,0,"FALSE",0
"AL022315.1",1,0,0,"FALSE",0
"AC016582.1",1,0,0,"FALSE",0
"AC008696.1",1,0,0,"FALSE",0
"LINC00368",1,0,0,"FALSE",0
"AC245100.2",1,0,0,"FALSE",0
"LINC01529",1,0,0,"FALSE",0
"C3orf86",1,0,0,"FALSE",0
"AC024067.1",1,0,0,"FALSE",0
"PSG8.AS1",1,0,0,"FALSE",0
"SERBP1P2",1,0,0,"FALSE",0
"AL109924.1",1,0,0,"FALSE",0
"LINC00115",1,0,0,"FALSE",0
"AC009365.1",1,0,0,"FALSE",0
"LINC01456",1,0,0,"FALSE",0
"BMS1P11",1,0,0,"FALSE",0
"AC098872.1",1,0,0,"FALSE",0
"AC023590.1",1,0,0,"FALSE",0
"AL445490.1",1,0,0,"FALSE",0
"AC012368.1",1,0,0,"FALSE",0
"AL513365.2",1,0,0,"FALSE",0
"AL136231.1",1,0,0,"FALSE",0
"TRAPPC2P8",1,0,0,"FALSE",0
"AC007742.1",1,0,0,"FALSE",0
"AC002075.1",1,0,0,"FALSE",0
"FRG2B",1,0,0.0416666666666667,"FALSE",0.0769230769230769
"HSPE1P13",1,0,0,"FALSE",0
"MTND2P9",1,0,0,"FALSE",0
"AL035404.2",1,0,0,"FALSE",0
"MORF4L1P7",1,0,0,"FALSE",0
"AL391244.2",1,0,0,"FALSE",0
"AP000949.1",1,0,0,"FALSE",0
"RPS27P16",1,0,0,"FALSE",0
"AC009310.1",1,0,0,"FALSE",0
"AL121871.1",1,0,0,"FALSE",0
"AL138767.3",1,0,0,"FALSE",0
"HCG23",1,0,0,"FALSE",0
"AC007879.2",1,0,0,"FALSE",0
"RPL7P59",1,0,0,"FALSE",0
"LINC01745",1,0,0,"FALSE",0
"RIMKLBP2",1,0,0,"FALSE",0
"NOL7",1,0,0,"FALSE",0
"RPL21P92",1,0,0,"FALSE",0
"AC092393.1",1,0,0,"FALSE",0
"TAB2.AS1",1,0,0,"FALSE",0
"AL672138.1",1,0,0,"FALSE",0
"CACYBPP1",1,0,0,"FALSE",0
"AC000036.1",1,0,0,"FALSE",0
"LINC02249",1,0,0,"FALSE",0
"AL139246.2",1,0,0,"FALSE",0
"CTAGE4",1,0,0.0416666666666667,"FALSE",0.04
"AC133965.1",1,0,0,"FALSE",0
"AL592310.1",1,0,0,"FALSE",0
"BANF1P5",1,0,0,"FALSE",0
"AL731557.1",1,0,0,"FALSE",0
"PCA3",1,0,0,"FALSE",0
"AL109741.1",1,0,0,"FALSE",0
"C5orf67",1,0,0,"FALSE",0
"LINC01875",1,0,0,"FALSE",0
"AC016907.1",1,0,0,"FALSE",0
"RIOK3P1",1,0,0,"FALSE",0
"AL121574.1",1,0,0,"FALSE",0
"AL596448.1",1,0,0,"FALSE",0
"AL158210.1",1,0,0,"FALSE",0
"Z77249.1",1,0,0,"FALSE",0
"NTF4",1,0,0,"FALSE",0
"ODF2.AS1",1,0,0,"FALSE",0
"AL512444.1",1,0,0,"FALSE",0
"SATB2.AS1",1,0,0,"FALSE",0
"AL050320.1",1,0,0,"FALSE",0
"AC231532.1",1,0,0,"FALSE",0
"MTND4P3",1,0,0,"FALSE",0
"AL441989.1",1,0,0,"FALSE",0
"AC009950.1",1,0,0,"FALSE",0
"NRIR",1,0,0,"FALSE",0
"AL117339.2",1,0,0,"FALSE",0
"ELFN1",1,0,0,"FALSE",0
"ABHD11.AS1",1,0,0,"FALSE",0
"AL500522.1",1,0,0,"FALSE",0
"AC003071.1",1,0,0,"FALSE",0
"MTND1P23",1,0,0,"FALSE",0
"PIGBOS1",1,0,0,"FALSE",0
"AC005550.1",1,0,0,"FALSE",0
"LINC01534",1,0,0,"FALSE",0
"CKS1BP2",1,0,0,"FALSE",0
"HAR1A",1,0,0,"FALSE",0
"AC010746.1",1,0,0,"FALSE",0
"OR7E19P",1,0,0,"FALSE",0
"AC102953.1",1,0,0,"FALSE",0
"AL355482.2",1,0,0,"FALSE",0
"HMGB1P26",1,0,0,"FALSE",0
"UBXN10.AS1",1,0,0,"FALSE",0
"LAMP5.AS1",1,0,0,"FALSE",0
"SNRPEP7",1,0,0,"FALSE",0
"RPL23AP34",1,0,0,"FALSE",0
"TRGVA",1,0,0,"FALSE",0
"OR4A8",1,0,0,"FALSE",0
"NDUFA12P1",1,0,0,"FALSE",0
"GTF2IP14",1,0,0,"FALSE",0
"PPIAP37",1,0,0,"FALSE",0
"AL591468.1",1,0,0,"FALSE",0
"AL513303.1",1,0,0,"FALSE",0
"BX005266.2",1,0,0,"FALSE",0
"SEPT14P3",1,0,0,"FALSE",0
"KCNIP2.AS1",1,0,0,"FALSE",0
"AL355852.1",1,0,0,"FALSE",0
"OFD1P1Y",1,0,0,"FALSE",0
"AP001434.1",1,0,0,"FALSE",0
"MRPS18BP1",1,0,0,"FALSE",0
"AL358176.2",1,0,0,"FALSE",0
"CCT8P1",1,0,0,"FALSE",0
"RPL36AP55",1,0,0,"FALSE",0
"PRICKLE2.AS3",1,0,0,"FALSE",0
"CDK2AP2P3",1,0,0,"FALSE",0
"AC026167.1",1,0,0,"FALSE",0
"CT47A6",1,0,0,"FALSE",0
"COX5BP7",1,0,0,"FALSE",0
"LGALS17A",1,0,0,"FALSE",0
"AC092802.1",1,0,0,"FALSE",0
"PFN1P12",1,0,0,"FALSE",0
"LINC01772",1,0,0,"FALSE",0
"HLA.DQB3",1,0,0,"FALSE",0
"FGF13.AS1",1,0,0,"FALSE",0
"AL035530.1",1,0,0,"FALSE",0
"NANOGNBP1",1,0,0,"FALSE",0
"AL590648.1",1,0,0,"FALSE",0
"LINC01040",1,0,0,"FALSE",0
"PPIAP21",1,0,0,"FALSE",0
"AC005740.1",1,0,0,"FALSE",0
"AC010745.1",1,0,0,"FALSE",0
"CDY10P",1,0,0,"FALSE",0
"AP000561.1",1,0,0,"FALSE",0
"AC234644.1",1,0,0,"FALSE",0
"AP1S2P1",1,0,0,"FALSE",0
"AL807761.3",1,0,0,"FALSE",0
"YBX1P8",1,0,0,"FALSE",0
"TLK2P1",1,0,0,"FALSE",0
"ZNF503.AS1",1,0,0,"FALSE",0
"LINC01776",1,0,0,"FALSE",0
"MEMO1P1",1,0,0,"FALSE",0
"PAICSP1",1,0,0,"FALSE",0
"MTND4P32",1,0,0,"FALSE",0
"PHF2P2",1,0,0,"FALSE",0
"AC092570.1",1,0,0,"FALSE",0
"HMGB3P20",1,0,0,"FALSE",0
"PCMTD1P1",1,0,0,"FALSE",0
"AC009531.1",1,0,0,"FALSE",0
"PGBD4P6",1,0,0,"FALSE",0
"ZBTB45P2",1,0,0,"FALSE",0
"AC009541.1",1,0,0,"FALSE",0
"LINC00623",1,0,0,"FALSE",0
"HNRNPA3P4",1,0,0,"FALSE",0
"AL139275.1",1,0,0,"FALSE",0
"AC016772.1",1,0,0,"FALSE",0
"PRSS44",1,0,0,"FALSE",0
"PHKG1P1",1,0,0,"FALSE",0
"AL356309.1",1,0,0,"FALSE",0
"AL138830.1",1,0,0,"FALSE",0
"AC062028.1",1,0,0,"FALSE",0
"USP12PX",1,0,0,"FALSE",0
"AC096915.1",1,0,0,"FALSE",0
"SLC39A12.AS1",1,0,0,"FALSE",0
"AC113935.1",1,0,0,"FALSE",0
"UQCRFS1P1",1,0,0,"FALSE",0
"EIF3LP3",1,0,0,"FALSE",0
"AC073283.2",1,0,0,"FALSE",0
"AL158839.1",1,0,0,"FALSE",0
"AL122017.1",1,0,0,"FALSE",0
"LINC00937",1,0,0,"FALSE",0
"RBMY2AP",1,0,0,"FALSE",0
"RPS28P8",1,0,0,"FALSE",0
"RPL7P3",1,0,0,"FALSE",0
"AC087499.1",1,0,0,"FALSE",0
"AC099342.1",1,0,0,"FALSE",0
"SEC11B",1,0,0,"FALSE",0
"LINC02097",1,0,0,"FALSE",0
"SEPT7P3",1,0,0,"FALSE",0
"AC004383.1",1,0,0,"FALSE",0
"RAB28P1",1,0,0,"FALSE",0
"BX323845.2",1,0,0,"FALSE",0
"FCF1P4",1,0,0,"FALSE",0
"AL133217.1",1,0,0,"FALSE",0
"NDUFB4P5",1,0,0,"FALSE",0
"AP001476.2",1,0,0,"FALSE",0
"USP9YP6",1,0,0,"FALSE",0
"AC090844.1",1,0,0,"FALSE",0
"MTND3P1",1,0,0,"FALSE",0
"Z80107.1",1,0,0,"FALSE",0
"AHCTF1P1",1,0,0,"FALSE",0
"DDC.AS1",1,0,0,"FALSE",0
"FTCDNL1",1,0,0,"FALSE",0
"LINC01907",1,0,0,"FALSE",0
"PSMC1P12",1,0,0,"FALSE",0
"RPL26P9",1,0,0,"FALSE",0
"AC013248.1",1,0,0,"FALSE",0
"PPIAP66",1,0,0,"FALSE",0
"RPS3AP46",1,0,0,"FALSE",0
"AL356289.1",1,0,0,"FALSE",0
"AL359502.1",1,0,0,"FALSE",0
"BAIAP2.DT",1,0,0,"FALSE",0
"AC004801.1",1,0,0,"FALSE",0
"AL355339.1",1,0,0,"FALSE",0
"AC244107.1",1,0,0,"FALSE",0
"RPL35P8",1,0,0,"FALSE",0
"Z98752.1",1,0,0,"FALSE",0
"RPS27AP3",1,0,0,"FALSE",0
"KRT16P6",1,0,0,"FALSE",0
"TUBBP10",1,0,0,"FALSE",0
"SLC25A39P1",1,0,0,"FALSE",0
"AL356124.1",1,0,0,"FALSE",0
"Z93242.1",1,0,0,"FALSE",0
"AC124944.1",1,0,0,"FALSE",0
"RPL23AP76",1,0,0,"FALSE",0
"OR52E3P",1,0,0,"FALSE",0
"CLCP2",1,0,0,"FALSE",0
"LINC01375",1,0,0,"FALSE",0
"AC137499.1",1,0,0,"FALSE",0
"EIF4A1P5",1,0,0,"FALSE",0
"AL513185.1",1,0,0,"FALSE",0
"FGFR3P6",1,0,0,"FALSE",0
"AC244670.1",1,0,0,"FALSE",0
"AP4B1.AS1",1,0,0,"FALSE",0
"AL589794.1",1,0,0,"FALSE",0
"AL121885.1",1,0,0,"FALSE",0
"AL139420.1",1,0,0,"FALSE",0
"TEX22",1,0,0,"FALSE",0
"LINC00685",1,0,0,"FALSE",0
"AC010536.1",1,0,0,"FALSE",0
"AL132671.1",1,0,0,"FALSE",0
"RANP7",1,0,0,"FALSE",0
"TRIM64FP",1,0,0,"FALSE",0
"ELOCP21",1,0,0,"FALSE",0
"HNRNPA1P3",1,0,0,"FALSE",0
"CLK3P2",1,0,0,"FALSE",0
"AL049548.1",1,0,0,"FALSE",0
"LINC02519",1,0,0,"FALSE",0
"GAPDHP75",1,0,0,"FALSE",0
"AL583785.1",1,0,0,"FALSE",0
"AC112492.2",1,0,0,"FALSE",0
"SGMS1.AS1",1,0,0,"FALSE",0
"LINC01733",1,0,0,"FALSE",0
"AL157359.1",1,0,0,"FALSE",0
"AC007790.1",1,0,0,"FALSE",0
"BX470209.1",1,0,0,"FALSE",0
"AL080316.1",1,0,0,"FALSE",0
"AL513285.1",1,0,0,"FALSE",0
"C8orf59P1",1,0,0,"FALSE",0
"WASH8P",1,0,0,"FALSE",0
"AL445466.1",1,0,0,"FALSE",0
"TRGV6",1,0,0,"FALSE",0
"UBQLN4P2",1,0,0,"FALSE",0
"RPS12P5",1,0,0,"FALSE",0
"RPL19P1",1,0,0,"FALSE",0
"AC079163.1",1,0,0,"FALSE",0
"CICP22",1,0,0,"FALSE",0
"RPL26P19",1,0,0,"FALSE",0
"AC079168.1",1,0,0,"FALSE",0
"TSPY16P",1,0,0,"FALSE",0
"PRELID3BP1",1,0,0,"FALSE",0
"RPLP0P1",1,0,0,"FALSE",0
"AC007237.1",1,0,0,"FALSE",0
"NPIPB14P",1,0,0,"FALSE",0
"Z82188.1",1,0,0,"FALSE",0
"KRT18P24",1,0,0,"FALSE",0
"LEMD1.AS1",1,0,0,"FALSE",0
"GAS1RR",1,0,0,"FALSE",0
"AC132807.1",1,0,0,"FALSE",0
"AL031658.1",1,0,0,"FALSE",0
"LINC00381",1,0,0,"FALSE",0
"Z75746.1",1,0,0,"FALSE",0
"RPS17P8",1,0,0,"FALSE",0
"RPL37AP1",1,0,0,"FALSE",0
"ZNF32.AS1",1,0,0,"FALSE",0
"KRT18P36",1,0,0,"FALSE",0
"SUPT4H1P1",1,0,0,"FALSE",0
"AL365271.1",1,0,0,"FALSE",0
"LINC00408",1,0,0,"FALSE",0
"AL451060.1",1,0,0,"FALSE",0
"AL135960.1",1,0,0,"FALSE",0
"MRPL35P3",1,0,0,"FALSE",0
"PTP4A1P3",1,0,0,"FALSE",0
"UBE2V2P1",1,0,0,"FALSE",0
"GRM7.AS3",1,0,0,"FALSE",0
"GTF2H2B",1,0,0,"FALSE",0
"AC064836.1",1,0,0,"FALSE",0
"PHKBP1",1,0,0,"FALSE",0
"ISM1.AS1",1,0,0,"FALSE",0
"AC009961.1",1,0,0,"FALSE",0
"AC135977.1",1,0,0,"FALSE",0
"ZNF736P2Y",1,0,0,"FALSE",0
"ARHGAP26.AS1",1,0,0,"FALSE",0
"AC079305.2",1,0,0,"FALSE",0
"AC093382.1",1,0,0,"FALSE",0
"AC105393.1",1,0,0,"FALSE",0
"PSPHP1",1,0,0,"FALSE",0
"RPL12P10",1,0,0,"FALSE",0
"AL049641.1",1,0,0,"FALSE",0
"AL031123.1",1,0,0,"FALSE",0
"ARPC3P1",1,0,0,"FALSE",0
"NUP35P2",1,0,0,"FALSE",0
"AL008733.1",1,0,0,"FALSE",0
"TMEM191A",1,0,0,"FALSE",0
"OR52I2",1,0,0,"FALSE",0
"CDCA4P3",1,0,0,"FALSE",0
"AC091729.2",1,0,0,"FALSE",0
"AL606495.1",1,0,0,"FALSE",0
"AC036101.1",1,0,0,"FALSE",0
"AC007677.1",1,0,0,"FALSE",0
"RAD23BP3",1,0,0,"FALSE",0
"RPSAP62",1,0,0,"FALSE",0
"PDCL3P1",1,0,0,"FALSE",0
"AC122683.1",1,0,0,"FALSE",0
"AL358612.1",1,0,0,"FALSE",0
"NPY6R",1,0,0,"FALSE",0
"HNRNPDLP1",1,0,0,"FALSE",0
"AL122058.1",1,0,0,"FALSE",0
"SMARCE1P2",1,0,0,"FALSE",0
"AL022157.1",1,0,0,"FALSE",0
"CFLAR.AS1",1,0,0,"FALSE",0
"MTCYBP12",1,0,0,"FALSE",0
"ZNF192P1",1,0,0,"FALSE",0
"LINC00351",1,0,0,"FALSE",0
"RPS3AP38",1,0,0,"FALSE",0
"LINC01811",1,0,0,"FALSE",0
"CROCC2",1,0,0,"FALSE",0
"AC006150.1",1,0,0,"FALSE",0
"AL358453.1",1,0,0,"FALSE",0
"RPSAP49",1,0,0,"FALSE",0
"NUP50.DT",1,0,0,"FALSE",0
"AC005682.1",1,0,0,"FALSE",0
"AL606489.1",1,0,0,"FALSE",0
"RPL23AP28",1,0,0,"FALSE",0
"AL354836.1",1,0,0,"FALSE",0
"AL359182.1",1,0,0,"FALSE",0
"MRPS16P3",1,0,0,"FALSE",0
"AL353616.2",1,0,0,"FALSE",0
"AC079150.2",1,0,0,"FALSE",0
"RPS26P56",1,0,0,"FALSE",0
"AC105402.1",1,0,0,"FALSE",0
"MTCYBP39",1,0,0,"FALSE",0
"NMD3P1",1,0,0,"FALSE",0
"CST12P",1,0,0,"FALSE",0
"AC083822.1",1,0,0,"FALSE",0
"VN2R10P",1,0,0,"FALSE",0
"AC099066.1",1,0,0,"FALSE",0
"PSPC1.AS2",1,0,0,"FALSE",0
"TAF9P1",1,0,0,"FALSE",0
"AL353803.1",1,0,0,"FALSE",0
"RPS6P20",1,0,0,"FALSE",0
"KRT8P38",1,0,0,"FALSE",0
"ACTG1P24",1,0,0,"FALSE",0
"RPL10AP6",1,0,0,"FALSE",0
"TERF1P5",1,0,0,"FALSE",0
"FAM41AY2",1,0,0,"FALSE",0
"HAGLROS",1,0,0,"FALSE",0
"LINC02089",1,0,0,"FALSE",0
"AC097463.1",1,0,0,"FALSE",0
"ST7.AS2",1,0,0,"FALSE",0
"USP9YP11",1,0,0,"FALSE",0
"LINC00375",1,0,0,"FALSE",0
"DCAF8L1",1,0,0,"FALSE",0.0740740740740741
"LINC01345",1,0,0,"FALSE",0
"AL022310.1",1,0,0,"FALSE",0
"AL135923.1",1,0,0,"FALSE",0
"AC084809.1",1,0,0,"FALSE",0
"LINC.PINT",1,0,0,"FALSE",0
"LINC01876",1,0,0,"FALSE",0
"PARD3.AS1",1,0,0,"FALSE",0
"SORCS3.AS1",1,0,0,"FALSE",0
"ELL2P4",1,0,0,"FALSE",0
"MAPK6P6",1,0,0,"FALSE",0
"AL353658.1",1,0,0,"FALSE",0
"MTATP6P21",1,0,0,"FALSE",0
"IFNA20P",1,0,0,"FALSE",0
"AC093423.1",1,0,0,"FALSE",0
"MRPS21P5",1,0,0,"FALSE",0
"AL031727.1",1,0,0,"FALSE",0
"C12orf77",1,0,0,"FALSE",0
"AC013480.1",1,0,0,"FALSE",0
"AC010385.1",1,0,0,"FALSE",0
"AC006015.1",1,0,0,"FALSE",0
"AL392089.1",1,0,0,"FALSE",0
"AL133325.1",1,0,0,"FALSE",0
"RBMX2P1",1,0,0,"FALSE",0
"RPL23P11",1,0,0,"FALSE",0
"AL450332.1",1,0,0,"FALSE",0
"AC104058.1",1,0,0,"FALSE",0
"AC079355.1",1,0,0,"FALSE",0
"AC018980.1",1,0,0,"FALSE",0
"OR8T1P",1,0,0,"FALSE",0
"MTCYBP38",1,0,0,"FALSE",0
"TPI1P1",1,0,0,"FALSE",0
"MRPL23.AS1",1,0,0,"FALSE",0
"SLC16A1.AS1",1,0,0,"FALSE",0
"IGLV3.4",1,0,0,"FALSE",0
"SLC25A5P5",1,0,0,"FALSE",0
"AC093642.1",1,0,0,"FALSE",0
"AL358613.1",1,0,0,"FALSE",0
"AC012558.1",1,0,0,"FALSE",0
"HMGN2P7",1,0,0,"FALSE",0
"RPL15P13",1,0,0,"FALSE",0
"AL590399.2",1,0,0,"FALSE",0
"USP17L7",1,0,0,"FALSE",0
"AL121929.1",1,0,0,"FALSE",0
"AC010342.1",1,0,0,"FALSE",0
"AP000290.1",1,0,0,"FALSE",0
"ANKRD18DP",1,0,0,"FALSE",0
"AC002367.1",1,0,0,"FALSE",0
"AL442071.1",1,0,0,"FALSE",0
"AC108161.1",1,0,0,"FALSE",0
"AL365214.2",1,0,0,"FALSE",0
"PLCL2.AS1",1,0,0,"FALSE",0
"AC006037.1",1,0,0,"FALSE",0
"GAPDHP32",1,0,0,"FALSE",0
"ACTR3BP6",1,0,0,"FALSE",0
"BX322234.1",1,0,0,"FALSE",0
"NOTCH2P1",1,0,0,"FALSE",0
"AL117337.1",1,0,0,"FALSE",0
"RPL7AP51",1,0,0,"FALSE",0
"CDY5P",1,0,0,"FALSE",0
"CYP2D8P",1,0,0,"FALSE",0
"LINC02542",1,0,0,"FALSE",0
"AL033380.1",1,0,0,"FALSE",0
"AL121787.1",1,0,0,"FALSE",0
"RPL22P3",1,0,0,"FALSE",0
"OR10G5P",1,0,0,"FALSE",0
"AL390198.1",1,0,0,"FALSE",0
"RPA2P2",1,0,0,"FALSE",0
"AC018641.1",1,0,0,"FALSE",0
"ADAM1B",1,0,0,"FALSE",0
"RPS29P33",1,0,0,"FALSE",0
"Z93930.2",1,0,0,"FALSE",0
"AC008013.1",1,0,0,"FALSE",0
"PPIAP62",1,0,0,"FALSE",0
"AP000532.1",1,0,0,"FALSE",0
"LINC01748",1,0,0,"FALSE",0
"AC245028.1",1,0,0,"FALSE",0
"UPF3AP1",1,0,0,"FALSE",0
"TMEM185B",1,0,0,"FALSE",0.0384615384615385
"OR7H1P",1,0,0,"FALSE",0
"ACTR3BP2",1,0,0,"FALSE",0
"ADIPOQ.AS1",1,0,0,"FALSE",0
"AL392088.1",1,0,0,"FALSE",0
"AL606516.1",1,0,0,"FALSE",0
"RBM22P3",1,0,0,"FALSE",0
"LINC01035",1,0,0,"FALSE",0
"AL139254.1",1,0,0,"FALSE",0
"LINC01824",1,0,0,"FALSE",0
"AC104308.1",1,0,0,"FALSE",0
"AC138647.1",1,0,0,"FALSE",0.04
"FTOP1",1,0,0,"FALSE",0
"RPL26P27",1,0,0,"FALSE",0
"LINC00323",1,0,0,"FALSE",0
"LINC02549",1,0,0,"FALSE",0
"RPSAP21",1,0,0,"FALSE",0
"AL136380.1",1,0,0,"FALSE",0
"AC243772.1",1,0,0,"FALSE",0
"USF1P1",1,0,0,"FALSE",0
"KRT8P27",1,0,0,"FALSE",0
"TMEM167AP1",1,0,0,"FALSE",0
"AC007463.1",1,0,0,"FALSE",0
"IPMKP1",1,0,0,"FALSE",0
"LINC01918",1,0,0,"FALSE",0
"AC005588.1",1,0,0,"FALSE",0
"UPK1A.AS1",1,0,0,"FALSE",0
"AC004386.2",1,0,0,"FALSE",0
"FAM138B",1,0,0,"FALSE",0
"LINC00390",1,0,0,"FALSE",0
"KIRREL1.IT1",1,0,0,"FALSE",0
"AC087499.2",1,0,0,"FALSE",0
"AC004994.1",1,0,0,"FALSE",0
"AC074375.1",1,0,0,"FALSE",0
"RPS7P10",1,0,0,"FALSE",0
"AL049569.1",1,0,0,"FALSE",0
"AP000289.1",1,0,0,"FALSE",0
"MTND1P1",1,0,0,"FALSE",0
"AL158055.1",1,0,0,"FALSE",0
"AL022718.1",1,0,0,"FALSE",0
"BTBD9.AS1",1,0,0,"FALSE",0
"AP000552.2",1,0,0,"FALSE",0
"AL445487.1",1,0,0,"FALSE",0
"SETP15",1,0,0,"FALSE",0
"OR7E33P",1,0,0,"FALSE",0
"AC012512.1",1,0,0,"FALSE",0
"GAPDHP73",1,0,0,"FALSE",0
"AL359633.1",1,0,0,"FALSE",0
"AC114814.1",1,0,0,"FALSE",0
"MYL6P1",1,0,0,"FALSE",0
"RPL7P22",1,0,0,"FALSE",0
"AL357552.1",1,0,0,"FALSE",0
"SSU72P1",1,0,0,"FALSE",0
"AC016722.1",1,0,0,"FALSE",0
"SCDP1",1,0,0,"FALSE",0
"BX284613.1",1,0,0,"FALSE",0
"AC018735.1",1,0,0,"FALSE",0
"MTCL1P1",1,0,0,"FALSE",0
"AGKP1",1,0,0,"FALSE",0
"NPM1P49",1,0,0,"FALSE",0
"TRAF6P1",1,0,0,"FALSE",0
"AL590383.1",1,0,0,"FALSE",0
"CYP4F26P",1,0,0,"FALSE",0
"FTH1P20",1,0,0,"FALSE",0
"AL445493.1",1,0,0,"FALSE",0
"AL390962.1",1,0,0,"FALSE",0
"LINC00606",1,0,0,"FALSE",0
"AL450304.1",1,0,0,"FALSE",0
"AL592429.2",1,0,0,"FALSE",0
"SNORD57",1,0,0,"FALSE",0
"AC003071.2",1,0,0,"FALSE",0
"AC060234.1",1,0,0,"FALSE",0
"MICC",1,0,0,"FALSE",0
"AL132657.1",1,0,0,"FALSE",0
"MTCYBP31",1,0,0,"FALSE",0
"RPL39P40",1,0,0,"FALSE",0
"AC092634.3",1,0,0,"FALSE",0
"UBE2V1P5",1,0,0,"FALSE",0
"AC006455.1",1,0,0,"FALSE",0
"UBE2V1P10",1,0,0,"FALSE",0
"AC004911.1",1,0,0,"FALSE",0
"AL356421.2",1,0,0,"FALSE",0
"AC245291.1",1,0,0,"FALSE",0
"IFNWP9",1,0,0,"FALSE",0
"AL450344.2",1,0,0,"FALSE",0
"CT47A9",1,0,0,"FALSE",0
"AL359979.1",1,0,0,"FALSE",0
"PAPPA.AS2",1,0,0,"FALSE",0
"AC092567.1",1,0,0,"FALSE",0
"FTLP3",1,0,0,"FALSE",0
"AL390067.1",1,0,0,"FALSE",0
"OFD1P2Y",1,0,0,"FALSE",0
"OR52M2P",1,0,0,"FALSE",0
"RPL21P110",1,0,0,"FALSE",0
"AL137001.1",1,0,0,"FALSE",0
"LINC00343",1,0,0,"FALSE",0
"AC083855.1",1,0,0,"FALSE",0
"AC092155.1",1,0,0,"FALSE",0
"AC005099.1",1,0,0,"FALSE",0
"RBM17P1",1,0,0,"FALSE",0
"NOP56P2",1,0,0,"FALSE",0
"SHANK2.AS1",1,0,0,"FALSE",0
"LINC00974",1,0,0,"FALSE",0
"SLC9A3P3",1,0,0,"FALSE",0
"UBE2V1P1",1,0,0,"FALSE",0
"PPIAP28",1,0,0,"FALSE",0
"AC006020.1",1,0,0,"FALSE",0
"AL357793.1",1,0,0,"FALSE",0
"AL391647.1",1,0,0,"FALSE",0
"ACTG1P12",1,0,0,"FALSE",0
"AL513314.1",1,0,0,"FALSE",0
"AL121899.1",1,0,0,"FALSE",0
"AP006216.1",1,0,0,"FALSE",0
"RPL7P37",1,0,0,"FALSE",0
"AL365356.1",1,0,0,"FALSE",0
"PLCG1.AS1",1,0,0,"FALSE",0
"AC019118.1",1,0,0,"FALSE",0
"KIF4B",1,0,0,"FALSE",0.0740740740740741
"PSMD10P2",1,0,0,"FALSE",0
"OR13Z1P",1,0,0,"FALSE",0
"AC096732.1",1,0,0,"FALSE",0
"RPL23AP30",1,0,0,"FALSE",0
"AC021028.1",1,0,0,"FALSE",0
"TRBV2",1,0,0,"FALSE",0
"AC004973.1",1,0,0,"FALSE",0
"CHMP1AP1",1,0,0,"FALSE",0
"MTND4P10",1,0,0,"FALSE",0
"AL020998.1",1,0,0,"FALSE",0
"SSR1P2",1,0,0,"FALSE",0
